Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Symbol_simplified,Exp,Strike Type,Price,cum_qty_es,cum_qty_nq
3/15/22 9:41 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13124.75,0,-1
3/15/22 9:43 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13103.25,0,0
3/15/22 9:49 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13094.50,0,-1
3/15/22 9:58 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13187.25,0,0
3/15/22 10:00 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13173.75,0,-1
3/15/22 10:03 AM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13185.00,0,0
3/15/22 10:03 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13182.50,0,1
3/15/22 10:11 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13178.75,0,0
3/15/22 10:11 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13179.00,0,-1
3/15/22 10:19 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13201.25,0,0
3/15/22 10:19 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13201.00,0,1
3/15/22 10:40 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13295.75,0,0
3/15/22 10:41 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13285.50,0,-1
3/15/22 10:44 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13302.50,0,0
3/15/22 10:47 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13299.00,0,-1
3/15/22 10:57 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13298.50,0,0
3/15/22 11:01 AM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13296.25,0,1
3/15/22 11:06 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13307.25,0,0
3/15/22 11:11 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13308.75,0,-1
3/15/22 11:14 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13324.75,0,0
3/15/22 11:16 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13313.50,0,-1
3/15/22 11:25 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13333.25,0,0
3/15/22 11:30 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13352.25,0,-1
3/15/22 11:32 AM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13372.75,0,0
3/15/22 11:32 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13372.75,0,1
3/15/22 11:40 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13374.75,0,0
3/15/22 11:41 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13374.50,0,-1
3/15/22 11:47 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13380.25,0,0
3/15/22 11:47 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13380.00,0,1
3/15/22 11:54 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13350.75,0,0
3/15/22 11:54 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13351.00,0,-1
3/15/22 12:04 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13305.25,0,0
3/15/22 12:10 PM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13346.50,0,-1
3/15/22 12:36 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13383.00,0,0
3/15/22 12:36 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13382.75,0,1
3/15/22 12:38 PM,FUTURE,SELL,-2,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13367.25,0,-1
3/15/22 1:04 PM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13365.25,0,0
3/15/22 1:04 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13363.25,0,1
3/15/22 1:06 PM,FUTURE,SELL,-2,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13348.75,0,-1
3/15/22 1:36 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13324.50,0,0
3/15/22 1:37 PM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13318.00,0,-1
3/15/22 1:51 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13314.75,0,0
3/15/22 1:53 PM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13307.75,0,-1
3/15/22 1:55 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13324.50,0,0
3/15/22 1:55 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13324.25,0,1
3/15/22 2:02 PM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13332.75,0,0
3/15/22 2:02 PM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13332.75,0,-1
3/15/22 2:34 PM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13316.75,0,0
3/15/22 2:34 PM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13305.75,0,1
3/15/22 3:10 PM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13387.75,0,0
3/15/22 3:11 PM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13396.75,0,1
3/15/22 3:14 PM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13384.25,0,2
3/15/22 3:14 PM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13375.50,0,1
3/15/22 3:22 PM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13441.00,0,0
3/16/22 7:02 AM,FUTURE,SELL,-1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13687.25,0,-1
3/16/22 7:07 AM,FUTURE,BUY,1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13679.00,0,0
3/16/22 9:34 AM,FUTURE,BUY,1,TO OPEN,/NQM22,NQ,6/22/23,FUTURE,13625.75,0,1
3/16/22 9:38 AM,FUTURE,SELL,-1,TO CLOSE,/NQM22,NQ,6/22/23,FUTURE,13680.25,0,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
